,age,address,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,outcome,first_name,last_name,age_bucket,month_padded,day_padded,date
2446,30,"54121 3vans Und3rpass\nS0uth Sydni3b3rg, FL 58990",blue-collar,married,secondary,False,-28,True,False,cellular,18,may,284,2,371,1,failure,False,leola,romaguera,3,05,18,18/05
2447,46,"769 KESSLER STREAM ST.\NWATERSTOWN, AK 57825",blue-collar,married,primary,False,665,False,False,cellular,30,jan,89,4,235,2,failure,False,tony,pollich,4,01,30,30/01
2449,36,"883 Enrique Expressway Apt. 760\nEast Antonioborough, MS 62152",management,married,tertiary,False,925,False,False,cellular,14,dec,321,3,189,4,success,True,aleen,homenick,3,12,14,14/12
2460,26,"1597 cronin drives apt. 270\nnorth hayleyside, ks 21998-7905",blue-collar,single,primary,False,155,True,False,cellular,29,jan,291,1,244,4,failure,False,howard,hessel,2,01,29,29/01
2471,22,"28309 everardo gardens\nsouth krystalbury, or 02048-0715",student,single,secondary,False,2488,False,False,cellular,8,nov,449,2,38,10,other,True,alexa,runte,2,11,08,08/11
2474,32,"260 RYAN EXTENSIONS ST.\NJACOBSFURT, CO 62059",management,married,tertiary,False,1667,True,False,cellular,18,nov,164,2,179,3,failure,False,raleigh,pagac,3,11,18,18/11
2478,50,"750SCHUSTEREXTENSIONSST.\NPORTVIOLETTE,MP02798",admin.,divorced,secondary,False,769,False,False,cellular,28,jul,72,2,363,4,failure,False,ali,haley,5,07,28,28/07
2486,50,"4832JalynMeadowSuite292\nSybleville,ND91200",unknown,married,unknown,False,558,False,False,cellular,9,jul,464,1,683,6,failure,True,albertha,beer,5,07,09,09/07
2524,35,"75199 Amanda Trail\nWest Leraville, VI 67093-2266",blue-collar,married,secondary,False,1257,True,False,cellular,20,apr,93,3,329,7,failure,False,gina,schmitt,3,04,20,20/04
2525,55,"035 lester oval st.\nwest crystelstad, in 09087-9538",blue-collar,married,unknown,False,23,False,False,cellular,30,jan,143,1,2,3,other,False,icie,schimmel,5,01,30,30/01
2529,48,"960RyanRapidSt.\nSouthLora,UT23676-5360",management,single,tertiary,False,8106,False,False,unknown,17,nov,125,1,111,3,failure,False,aletha,waters,4,11,17,17/11
2536,56,"99675BILLI3P0RTS\NN0RTHCRYST3LF0RT,M361511",entrepreneur,divorced,primary,False,29,False,False,cellular,29,jan,52,2,227,1,failure,False,amara,skiles,5,01,29,29/01
2539,44,"192JennyferRiverApt.988\nStammbury,NC27252-7965",technician,divorced,secondary,False,14,False,False,cellular,13,nov,167,1,92,1,success,True,laverna,witting,4,11,13,13/11
2540,31,"60090 MACK LODGE\NANNABELFORT, TN 54995-0663",management,married,tertiary,False,4148,True,False,cellular,21,nov,316,3,99,9,other,True,alexandria,klocko,3,11,21,21/11
2555,49,"97389 Aur3li3 Highway\nS0uth Chynastad, AR 93840-5297",unemployed,married,tertiary,False,377,False,False,cellular,22,may,158,1,59,2,failure,False,aliya,considine,4,05,22,22/05
2556,34,"653 MCCULLOUGH ROAD APT. 564\NSOUTH OMALAND, HI 04249",admin.,divorced,secondary,False,479,True,False,cellular,12,may,515,1,350,5,failure,True,georgiana,heaney,3,05,12,12/05
2560,44,"3754 jack cape apt. 538\nnew judy, nm 04802-0710",blue-collar,married,secondary,False,1071,True,False,cellular,11,may,143,3,357,1,failure,False,noemie,hayes,4,05,11,11/05
2563,55,"396KINGP0RTST.\NK33LINGCH3ST3R,IL32482-9629",admin.,married,secondary,False,865,True,False,cellular,17,apr,85,1,151,1,failure,False,cordelia,cole,5,04,17,17/04
2583,52,"80832 MORISSETTE CENTERS\NBARROWSVILLE, PR 52603-4866",technician,married,tertiary,False,2557,False,False,cellular,28,jan,134,5,204,2,success,True,nya,ankunding,5,01,28,28/01
2596,32,"7695KIRLINWALKS\NS0UTHTH30,0K34234",technician,married,secondary,False,4,False,False,cellular,4,feb,145,2,260,4,failure,False,dale,dubuque,3,02,04,04/02
2598,36,"59517 Smitham Valley\nStiedemanntown, TN 73725-4275",blue-collar,single,primary,False,367,False,False,cellular,2,feb,217,1,221,1,failure,False,gudrun,bergstrom,3,02,02,02/02
2613,36,"654 carm3l0 flat st.\nc0rin3t0n, vi 47601",admin.,married,secondary,False,725,True,False,cellular,27,feb,123,3,99,8,failure,False,alycia,stiedemann,3,02,27,27/02
2615,45,"300 DuBuqu3 Lights Suit3 636\nN3w J3ff3rystad, AK 03880-9607",blue-collar,married,secondary,False,776,True,False,cellular,6,feb,232,4,253,1,failure,False,maryse,yost,4,02,06,06/02
2620,28,"965 Bartoletti Plains St.\nHowellburgh, MI 72090",technician,single,secondary,False,1453,True,False,cellular,12,may,246,1,343,1,other,False,mason,koch,2,05,12,12/05
2640,27,"619WOLFUNDERPASSST.\NOLENHAVEN,DE53155-7625",admin.,single,tertiary,False,3672,True,False,cellular,15,may,157,2,351,5,failure,False,johnny,sporer,2,05,15,15/05
2653,45,"8518 Monroe Ranch Suite 880\nCielofort, AL 64938",blue-collar,single,secondary,False,0,True,False,cellular,26,apr,1472,1,192,4,failure,True,raymond,hirthe,4,04,26,26/04
2654,36,"577 schultz h0ll0w st.\naishap0rt, nd 85237",management,married,tertiary,False,1133,True,False,cellular,4,aug,293,1,181,2,other,True,magdalena,wintheiser,3,08,04,04/08
2659,59,"366TorphyTrailSt.\nKatelynnside,AZ70374-1261",admin.,married,secondary,False,92,True,False,cellular,12,may,139,2,350,1,failure,False,laurine,cartwright,5,05,12,12/05
2665,27,"905ORIONVISTAST.\NHILLLTOWN,VI29151",student,single,tertiary,False,3733,True,False,cellular,22,may,198,1,98,6,success,True,sterling,wuckert,2,05,22,22/05
2670,46,"45134 dani3lla parkway\ngl3nburgh, 0h 92777",admin.,married,secondary,False,0,True,True,cellular,20,apr,239,2,259,2,failure,False,maryam,brakus,4,04,20,20/04
2673,35,"033 PADBERG POINT APT. 880\NSOUTH MOHAMEDHAVEN, WY 53523",self-employed,married,tertiary,False,560,True,False,cellular,2,apr,58,1,136,1,failure,False,sidney,hansen,3,04,02,02/04
2675,29,"1710 Th0ra F3rry Suit3 452\nN0rth N3wt0nstad, WI 34225",management,single,tertiary,False,437,False,False,cellular,5,aug,504,1,92,1,success,True,edward,fritsch,2,08,05,05/08
2678,74,"65983 Turcotte Viaduct\nGorczanyburgh, AK 75570-4769",retired,married,secondary,False,935,False,False,cellular,26,jan,100,1,104,1,other,False,dixie,leuschke,7,01,26,26/01
2691,57,"461 Federico Village Apt. 482\nNew Oleta, PW 67748-9038",blue-collar,married,secondary,False,1521,True,True,cellular,18,may,102,2,178,5,failure,False,carleton,dickinson,5,05,18,18/05
2692,34,"1107 Bergnaum Union Apt. 597\nPort Rooseveltfurt, WI 57346-3044",management,married,tertiary,False,1310,False,False,telephone,30,jan,521,3,158,7,other,False,emiliano,stamm,3,01,30,30/01
2696,55,"18606AbshireShore\nParkermouth,ME01610-0017",management,divorced,tertiary,False,9756,True,False,cellular,5,jun,103,2,95,1,other,True,kaden,jast,5,06,05,05/06
2699,37,"1715 eulah extensions apt. 540\nbogisichburgh, nh 80450-3902",blue-collar,married,primary,False,403,True,False,cellular,8,may,318,2,338,1,success,False,leone,lakin,3,05,08,08/05
2701,45,"35677 Lukas Bypass\nGilbertville, MP 14869",technician,divorced,secondary,False,809,True,False,cellular,13,may,155,2,363,4,failure,False,elissa,d'amore,4,05,13,13/05
2708,33,"27316KirlinRanch\nSouthGiaburgh,WY30988",management,married,tertiary,False,287,True,False,cellular,15,may,199,2,274,3,other,False,camilla,lockman,3,05,15,15/05
2711,47,"416 Raynor Walks Apt. 906\nHirtheview, OK 70762",unknown,married,unknown,False,677,False,False,cellular,7,aug,384,1,99,4,success,False,cathy,weissnat,4,08,07,07/08
2714,47,"32657 Adolf Camp\nChelseyfurt, CA 67664-7588",technician,divorced,tertiary,False,477,True,False,telephone,7,may,973,1,366,1,failure,False,luna,bernier,4,05,07,07/05
2719,32,"760 Chesley Course Suite 145\nNorth Trinity, GU 33954-0749",technician,single,secondary,False,230,True,False,cellular,18,may,442,1,266,8,failure,True,emanuel,becker,3,05,18,18/05
2728,60,"6424 Von Heights \nNew Abdiel, ID 53307",admin.,married,secondary,False,-396,True,False,cellular,11,may,443,1,350,1,failure,False,alexandre,windler,6,05,11,11/05
2745,34,"929 Rud0lph M3ad0ws St.\n3vanhav3n, FL 77410-9492",management,married,tertiary,False,1657,True,False,cellular,18,may,566,2,356,4,failure,False,walton,barton,3,05,18,18/05
2749,39,"613HeidiEstatesSt.\nWestKristopherfort,MA76128-8306",technician,married,secondary,False,994,False,False,cellular,5,feb,221,1,241,1,failure,False,jevon,jacobi,3,02,05,05/02
2759,34,"1424 3LI3Z3R 3XT3NSI0NS \ND3MARCUSSID3, PR 04017",blue-collar,married,secondary,False,1221,True,False,cellular,6,may,182,1,90,8,failure,False,katelyn,zemlak,3,05,06,06/05
2764,42,"37695 Devan Garden\nPort Bernhard, MD 18307",blue-collar,married,secondary,False,2157,True,False,cellular,13,may,149,1,364,2,failure,False,keara,harris,4,05,13,13/05
2776,37,"48947IdaMeadows\nDavischester,MD39984",management,married,primary,False,22856,False,False,cellular,2,jul,154,1,388,1,failure,False,hermann,keeling,3,07,02,02/07
2784,35,"8292Skil3sP0rtsAv3.\nC3c3lialand,WI94180",technician,single,secondary,False,5731,True,False,cellular,4,may,164,2,167,4,other,False,erica,gulgowski,3,05,04,04/05
2796,56,"690470linMissi0n\n3astAmiyaf0rt,PR85798-9408",admin.,married,secondary,False,1270,True,False,cellular,17,nov,80,2,165,2,other,False,ari,douglas,5,11,17,17/11
2812,41,"727 schultz court st.\nleviview, ut 54332-6524",admin.,single,secondary,False,748,False,False,telephone,21,nov,94,7,130,3,other,False,eugene,walter,4,11,21,21/11
2818,57,"4048W3b3rL0dg3Av3.\nCruickshankvill3,VI14817",entrepreneur,divorced,secondary,True,25,True,False,cellular,11,may,652,1,370,4,other,False,providenci,boehm,5,05,11,11/05
2819,26,"2923SheridanStationAve.\nPortJaylin,OR70043-5319",admin.,single,secondary,False,96,True,False,cellular,13,may,612,2,348,3,other,False,alisha,becker,2,05,13,13/05
2826,39,"59493O'HaraCanyon\nSouthJosue,DC31642",management,married,tertiary,False,763,True,False,cellular,11,may,877,7,300,2,other,True,amparo,dickens,3,05,11,11/05
2832,36,"5568 H3an3y Sh0r3s Av3.\nW3st D3annam0uth, VT 36588",management,married,tertiary,False,1582,False,False,telephone,3,feb,26,2,197,1,failure,False,emily,cummings,3,02,03,03/02
2837,43,"0051HAMMESHARBORSAVE.\NLOLITAVIEW,CT75092",blue-collar,married,secondary,False,699,True,True,cellular,20,nov,1258,2,122,2,other,True,aleen,powlowski,4,11,20,20/11
2846,47,"23095 ANTONIO FORDS\NNEW OZELLAMOUTH, MD 24579-5684",blue-collar,married,primary,False,881,True,False,cellular,14,may,143,1,370,2,failure,False,shayne,kertzmann,4,05,14,14/05
2847,38,"2122 Kris Stravenue Apt. 710\nCollinstown, WY 28711-5239",technician,married,secondary,False,6728,False,False,cellular,25,nov,232,1,96,4,success,True,ryan,jenkins,3,11,25,25/11
2849,40,"123 eloy ranch st.\nrichiemouth, ri 41886",self-employed,married,secondary,False,167,True,True,cellular,8,may,380,4,295,1,failure,False,mohamed,gislason,4,05,08,08/05
2851,32,"06481 Hyatt N3ck\nD3lfinap0rt, MI 49855",technician,single,tertiary,False,1625,False,False,cellular,22,may,796,1,109,1,failure,True,destiny,rau,3,05,22,22/05
2859,23,"636 r0wan c0rn3rs st.\nlak3 mariann3burgh, mh 95876",blue-collar,single,primary,False,8627,True,False,cellular,15,may,169,1,346,1,failure,False,gerhard,eichmann,2,05,15,15/05
2860,31,"7788 deon mission apt. 649\ngerrystad, pw 94614-3214",management,single,tertiary,False,2590,False,False,cellular,23,sep,103,2,484,2,other,False,ottis,mann,3,09,23,23/09
2879,61,"32426 3ricka c0rn3rs\nfish3rburgh, la 30076-9036",housemaid,married,primary,False,848,False,False,cellular,27,apr,605,1,187,1,other,False,tabitha,kerluke,6,04,27,27/04
2880,43,"5218 O'CONNELL ALLEY SUITE 569\NKOZEYBURGH, RI 02125",management,married,secondary,False,481,True,False,telephone,18,nov,164,1,110,2,other,False,cecelia,torphy,4,11,18,18/11
2900,32,"3754 Arnoldo Mount Ave.\nMillermouth, NJ 13382-7749",management,single,tertiary,False,697,False,False,cellular,7,aug,119,1,99,3,failure,False,niko,jewess,3,08,07,07/08
2904,39,"81909 EDUARDO GARDENS\NZIEMECHESTER, DE 66660",management,married,tertiary,False,894,True,False,cellular,20,apr,491,1,326,1,other,False,bette,beahan,3,04,20,20/04
2914,37,"8914 LANG PARKWAYS AV3.\NN0RTH CHRISTAFURT, D3 82782",blue-collar,married,primary,False,655,True,False,cellular,5,feb,127,2,258,4,failure,False,patricia,hane,3,02,05,05/02
2915,56,"581 V0n Vista \nW0lft0n, CT 84700",retired,divorced,primary,False,694,False,False,cellular,29,jan,144,1,102,1,other,True,junior,schumm,5,01,29,29/01
2917,41,"8981DollyBypassSuite336\nPadbergville,MA24465-3899",technician,single,tertiary,False,1646,True,False,cellular,4,feb,261,1,184,6,success,True,jerry,haley,4,02,04,04/02
2918,29,"796 maggi0 fr33way suit3 985\np0rt ici3vi3w, a3 69920",admin.,single,tertiary,False,14,False,False,cellular,29,sep,87,1,120,1,failure,False,ewald,ondricka,2,09,29,29/09
2923,39,"159 Bednar Court \nDrewside, AA 78261",admin.,married,secondary,False,260,True,False,cellular,17,apr,146,1,281,1,failure,False,myron,fay,3,04,17,17/04
2924,49,"3491G0DFR3YH0LL0W\NW3STLISAT0WN,GU83238",blue-collar,married,secondary,False,2039,True,False,cellular,6,may,451,1,169,2,failure,True,mireille,langosh,4,05,06,06/05
2934,41,"175 Reinger Expressway Apt. 158\nLake Brendanfurt, TX 91835-3358",services,married,unknown,False,88,True,False,cellular,11,may,105,1,336,2,failure,False,blaze,quitzon,4,05,11,11/05
2949,46,"365 Blanda Juncti0n Apt. 622\nFlatl3yt0wn, WI 47426-4150",blue-collar,married,primary,False,147,True,False,cellular,6,may,116,2,169,3,failure,False,jacinto,johns,4,05,06,06/05
2951,36,"57861 Runte Point\nRetaland, DE 53160",technician,married,secondary,False,55,True,False,cellular,13,may,38,2,369,4,failure,False,doug,miller,3,05,13,13/05
2956,35,"1111 Turc0tt3 Caus3way \nP0rt Alan, ND 19436-4692",management,married,tertiary,False,552,True,True,cellular,19,nov,314,2,124,1,failure,False,aylin,hammes,3,11,19,19/11
2961,32,"201 Hayes Mall St.\nSouth Mariellefurt, GA 46732-4112",blue-collar,married,secondary,False,1787,True,False,cellular,12,may,87,4,357,4,failure,False,elroy,kovacek,3,05,12,12/05
2963,31,"8952 B0d3 Inl3t \nS0uth Jakaylaf0rt, FM 62098",management,single,tertiary,False,12569,False,False,cellular,9,sep,344,1,295,1,failure,True,forest,ruecker,3,09,09,09/09
2968,46,"560 Rau Isl3 \nLak3 Tr3, NC 22626",blue-collar,married,secondary,False,4855,True,False,cellular,10,aug,1529,1,397,1,failure,False,filomena,steuber,4,08,10,10/08
2969,47,"8101 Jacobs Harbor \nWeissnatshire, IN 67559-1734",technician,married,tertiary,False,2408,False,False,cellular,12,aug,236,1,104,1,success,False,berniece,bruen,4,08,12,12/08
2971,37,"59765 heloise lodge\nbreannemouth, ga 44755",blue-collar,married,secondary,False,346,True,False,cellular,17,apr,390,1,316,1,failure,False,ernesto,stroman,3,04,17,17/04
2977,38,"6322 August Curv3 \nJ3ani3land, VI 60565-4787",entrepreneur,married,tertiary,False,1514,False,True,cellular,21,nov,160,3,120,3,failure,False,nova,sawayn,3,11,21,21/11
2988,38,"85783 adams pines\nlake terryshire, sc 75541",entrepreneur,single,secondary,False,2543,False,False,cellular,10,aug,223,1,414,4,failure,True,marques,borer,3,08,10,10/08
2990,56,"1616L0URD3SSPRING\NRAYN0RF0RT,FL07200",blue-collar,married,primary,False,828,True,False,cellular,14,may,214,1,349,1,failure,False,reilly,breitenberg,5,05,14,14/05
2992,47,"55581 Ernesto Ridges\nWest Bayleeview, MN 37810-9931",housemaid,married,secondary,False,3940,True,False,cellular,9,nov,171,2,96,5,success,False,kathleen,cummerata,4,11,09,09/11
3004,37,"15015ALEJANDRAFORD\NBEIERSIDE,AE42849-2639",admin.,married,secondary,False,7,True,False,cellular,27,may,224,7,105,1,other,False,janelle,parisian,3,05,27,27/05
3005,60,"10411KrisPin3s\nS0uthCaylam0uth,MP83636",admin.,married,secondary,False,3735,False,False,cellular,22,dec,190,1,188,9,success,True,jason,satterfield,6,12,22,22/12
3007,44,"289 abbott ferry \nwest nolaview, ia 01598-1847",blue-collar,married,secondary,False,508,True,False,cellular,20,apr,222,1,154,1,failure,False,wyatt,wolf,4,04,20,20/04
3008,48,"3356 Shanelle Tunnel Suite 352\nNorth Wanda, OR 08545-6302",management,married,unknown,False,0,True,False,cellular,8,may,612,1,344,1,other,False,opal,harvey,4,05,08,08/05
3021,43,"418 ZIEME LAKE SUITE 312\NWEST ELIZABETH, ND 58233-7354",blue-collar,married,primary,False,60,False,False,cellular,8,may,487,2,367,2,other,False,cierra,bechtelar,4,05,08,08/05
3022,37,"654Z03yMissi0nSt.\nSp0r3rshir3,WI45396",blue-collar,married,secondary,False,342,True,False,cellular,12,may,340,2,175,1,failure,False,gladyce,little,3,05,12,12/05
3023,36,"927 LEONARD STREET \NAMANDAFURT, AK 11828-7021",blue-collar,single,tertiary,False,1830,False,False,cellular,14,oct,183,1,91,11,failure,False,samson,okuneva,3,10,14,14/10
3025,38,"7501 kal3b plains apt. 446\nsusanashir3, c0 64968",management,single,tertiary,False,16957,True,False,telephone,29,jan,208,1,247,2,failure,False,jessika,koelpin,3,01,29,29/01
3027,40,"33409 Spencer Forks\nNew Ciaraberg, MH 48931",management,married,tertiary,False,0,False,False,cellular,10,nov,147,1,96,8,success,True,rickie,gislason,4,11,10,10/11
3033,50,"290L3HN3RSQUAR3ST.\NLAK3CAS3YBURY,ND93005-6398",technician,divorced,secondary,False,-54,True,True,cellular,13,may,698,2,292,1,failure,True,rachael,schuster,5,05,13,13/05
3035,55,"6614SimonisPrairieApt.433\nWestEldoraside,MH27622-4127",unemployed,married,tertiary,False,4809,True,False,cellular,21,nov,223,2,186,3,other,False,hillard,koch,5,11,21,21/11
3040,34,"5125 Stokes Summit Ave.\nNew Kaylin, MS 07774-0666",admin.,married,secondary,False,2374,True,False,cellular,9,nov,161,1,209,2,failure,True,rose,hodkiewicz,3,11,09,09/11
3041,32,"75740 Pr3d0vic Vall3y\nW3hn3rbury, FL 82977-7761",admin.,single,secondary,False,92,True,False,cellular,18,may,110,1,315,2,failure,False,blaze,marquardt,3,05,18,18/05
3043,40,"398EMMACURVESUITE432\NJERMAINLAND,MI07816-3840",blue-collar,married,primary,False,1397,True,False,telephone,12,may,58,2,334,1,failure,False,emiliano,volkman,4,05,12,12/05
3048,35,"62171 p0llich 0v3rpass\nb3rni3rvi3w, id 69682-7950",services,single,secondary,False,414,True,False,cellular,20,apr,11,5,319,2,other,False,evert,lubowitz,3,04,20,20/04
3058,38,"134 ward shore suite 437\nnorth roxane, id 56428-2627",technician,married,secondary,False,4030,True,False,cellular,19,nov,75,2,177,5,failure,False,minnie,rice,3,11,19,19/11
3060,52,"7997 kane forges \nnorth jacquelynburgh, ca 96629-1801",admin.,married,secondary,False,0,False,False,cellular,22,apr,91,2,275,1,failure,False,alejandra,larson,5,04,22,22/04
3064,43,"08293 Volkman Run\nFlavieton, SD 37357",management,single,tertiary,False,1696,True,False,cellular,26,aug,257,1,474,3,failure,True,otilia,powlowski,4,08,26,26/08
3066,34,"4841 christ rapids suit3 238\nst0lt3nb3rgbury, la 77763",blue-collar,married,secondary,False,856,True,False,cellular,20,apr,470,1,150,5,other,False,yesenia,bergstrom,3,04,20,20/04
3071,34,"312RauParkwaysSt.\nAbshir3t0wn,AZ74689",technician,single,secondary,False,347,True,False,cellular,6,feb,154,2,197,6,failure,False,gene,mcclure,3,02,06,06/02
3088,31,"284 Brennon Alley Apt. 581\nLake Sally, IN 76642-0873",technician,single,secondary,False,2544,False,False,cellular,15,jul,252,1,184,3,success,True,mortimer,bradtke,3,07,15,15/07
3092,46,"632MattC0urtsSt.\nM00r3land,MN05874-4495",management,married,tertiary,False,523,True,False,cellular,6,may,105,4,366,2,failure,False,terrance,koch,4,05,06,06/05
3094,56,"36281McGlynnRidge\nWilfredshire,ID01397-5707",retired,married,secondary,False,3948,False,False,cellular,3,apr,484,1,135,3,failure,False,harley,schroeder,5,04,03,03/04
3100,66,"29462 graciela forge\nport maximillia, sd 72797-0947",retired,married,primary,False,747,False,False,telephone,28,jan,203,3,93,1,failure,False,anita,murphy,6,01,28,28/01
3115,39,"1689 0RAL VALL3Y AV3.\NW3ST GRANVILL3, AR 53365-0271",self-employed,married,tertiary,False,585,True,False,cellular,18,nov,48,1,181,3,failure,False,avery,langworth,3,11,18,18/11
3119,28,"5442 Elmo Garden \nGoyettemouth, GU 38529",technician,married,secondary,False,232,True,True,cellular,29,jan,72,1,261,1,failure,False,arno,halvorson,2,01,29,29/01
3132,53,"79856 Jair0 Isl3\nN0rth Quincy, PR 13206",self-employed,married,tertiary,False,451,True,False,cellular,2,feb,125,1,249,2,failure,False,jada,marks,5,02,02,02/02
3134,47,"35305BARTOLETTIROUTE\NHOWELLVILLE,CO07686-6837",self-employed,divorced,secondary,False,8515,True,False,unknown,20,nov,14,7,112,4,other,False,shany,bartell,4,11,20,20/11
3141,32,"5155MAVERICKROADAVE.\NLAKEREANNA,MN14295",admin.,single,secondary,False,678,True,False,cellular,4,feb,1579,1,246,4,failure,True,isabelle,o'connell,3,02,04,04/02
3145,45,"3539BlockMall\nNorthJohnchester,GA60355",technician,divorced,secondary,False,976,True,False,cellular,17,apr,183,1,338,2,failure,False,roberta,kunze,4,04,17,17/04
3148,36,"9297RennerCourseApt.733\nNorthAustyn,VI32490-5646",admin.,single,secondary,False,1927,True,False,cellular,18,nov,288,1,137,1,other,False,jalen,wiegand,3,11,18,18/11
3157,75,"8567 terence meadow ave.\nport brandymouth, il 98811-5804",blue-collar,married,secondary,False,6053,False,False,cellular,11,feb,865,2,190,1,failure,False,daija,koepp,7,02,11,11/02
3159,35,"892 Kub Und3rpass St.\n3ast Natashat0n, CA 76604-7082",admin.,married,secondary,False,725,True,False,cellular,20,nov,219,7,133,1,failure,False,josue,cummerata,3,11,20,20/11
3167,50,"879 HUGH KNOLLS ST.\NWEST MAJORSHIRE, PA 55607",entrepreneur,married,secondary,False,806,True,True,cellular,7,may,141,8,297,2,other,False,buddy,parisian,5,05,07,07/05
3172,55,"2563MartaSquaresSuite838\nWalshbury,WY97832-5579",management,divorced,tertiary,False,481,True,False,telephone,8,may,147,2,298,3,failure,False,federico,weimann,5,05,08,08/05
3176,28,"8623 Sauer Parkways Ave.\nLake Ruthie, ME 85146",admin.,single,secondary,False,4745,False,False,telephone,12,may,360,1,181,5,success,True,savanah,beatty,2,05,12,12/05
3181,33,"485 Emely Cliffs Suite 870\nWest Nikkihaven, PW 47439",blue-collar,married,secondary,False,331,True,False,cellular,14,may,178,7,365,5,other,False,josie,thompson,3,05,14,14/05
3202,79,"11538 jamil junctions\nlutherbury, ma 95248",retired,married,primary,False,8556,False,False,telephone,18,jan,326,2,272,2,success,True,bailey,abshire,7,01,18,18/01
3205,77,"3581 Mitch3ll Cr0ssr0ad Apt. 509\nJust0nm0uth, WI 68506-5264",retired,married,primary,False,680,False,False,telephone,27,nov,341,4,94,3,failure,False,abigayle,adams,7,11,27,27/11
3231,29,"006 Luigi Tunn3l Suit3 409\nDuBuqu3sid3, RI 30215-8269",admin.,married,secondary,False,22171,True,False,cellular,18,may,44,1,355,3,failure,False,elenor,bernhard,2,05,18,18/05
3232,56,"535 jacobs shoals \nwest madisonview, ma 85893",management,married,tertiary,False,856,True,True,cellular,4,feb,70,4,7,7,other,False,michaela,koepp,5,02,04,04/02
3235,32,"3419 J3na Stati0n Apt. 378\nL0nburgh, TN 72339-3395",blue-collar,single,secondary,False,53,True,False,cellular,18,nov,276,1,195,1,failure,False,torrey,wyman,3,11,18,18/11
3236,43,"770 Wa3lchi Land St.\n3ast J0rg3shir3, AK 99074",blue-collar,married,primary,False,2519,True,False,cellular,16,apr,257,2,146,9,other,False,deborah,kling,4,04,16,16/04
3239,52,"005 Katlynn Estate St.\nNorth Alishamouth, KY 58711",blue-collar,married,secondary,False,2087,True,False,cellular,31,aug,267,1,474,1,failure,True,dannie,friesen,5,08,31,31/08
3243,27,"9372 Ona Throughway Suite 185\nWest Loyview, PW 02699-0015",management,single,tertiary,False,390,False,False,cellular,28,oct,190,1,82,1,success,False,kane,larson,2,10,28,28/10
3250,54,"598 Ebba Mount St.\nCliftonshire, MS 21448-1129",technician,married,tertiary,False,876,False,False,cellular,27,oct,269,3,541,3,success,True,martine,maggio,5,10,27,27/10
3256,36,"074GERLACHCENTERAPT.435\NCOLETOWN,LA23874",management,married,tertiary,False,495,False,False,cellular,12,mar,213,3,182,6,success,True,jana,dietrich,3,03,12,12/03
3260,45,"03552 Sierra Locks\nCroninchester, SC 22065",admin.,married,primary,False,542,False,False,cellular,11,may,8,5,350,3,other,False,jerrod,sporer,4,05,11,11/05
3263,35,"149 Schust3r L0af St.\nS0uth 3ladi0, VA 59026",management,married,tertiary,False,24,True,False,cellular,8,apr,169,1,231,2,failure,False,dylan,bednar,3,04,08,08/04
3266,45,"239 Br3it3nb3rg Stati0n \nP0rt L30nardbury, MP 40652",blue-collar,married,secondary,False,192,True,False,cellular,13,may,154,5,176,1,other,False,hunter,grimes,4,05,13,13/05
3270,35,"8149 B3RTHA DIVID3 AV3.\NN0RTH 3RIKA, AK 19400-1623",blue-collar,married,secondary,False,262,False,False,cellular,2,jul,96,2,109,4,success,False,jodie,corwin,3,07,02,02/07
3272,44,"723 NADER CANYON APT. 931\NQUIGLEYFORT, HI 67840",services,single,secondary,False,5045,True,False,cellular,21,nov,20,6,175,15,other,False,rebekah,dare,4,11,21,21/11
3278,59,"889 ike underpass suite 933\ntitoside, va 16729-3725",entrepreneur,married,primary,False,0,False,False,telephone,19,nov,207,2,153,1,failure,False,sandra,champlin,5,11,19,19/11
3281,33,"767 Harv3y Cany0n St.\n3ast Yasmin, WV 63721-0558",technician,single,secondary,False,1279,True,False,cellular,18,may,239,2,349,3,success,False,mireya,reichert,3,05,18,18/05
3287,30,"58916SmithamGrove\nChristyton,MA39370",admin.,single,secondary,False,127,True,False,cellular,18,may,16,6,368,1,other,False,andre,mcglynn,3,05,18,18/05
3295,32,"2772GerlachRueAve.\nTurnerborough,MH35446-0938",technician,divorced,secondary,False,202,True,False,cellular,4,feb,429,1,201,1,failure,False,floyd,fritsch,3,02,04,04/02
3297,28,"089 ubaldo port st.\npattiefort, nv 26789",self-employed,single,tertiary,False,442,False,False,cellular,19,jun,474,3,95,3,other,True,kelli,kertzmann,2,06,19,19/06
3298,27,"04025KREIGERGARDEN\NEMMITTFURT,FM12076-9252",technician,single,tertiary,False,808,True,False,cellular,15,may,578,1,364,1,other,False,helena,stiedemann,2,05,15,15/05
3299,38,"4491GutkowskiDrivesApt.564\nLuettgentown,OR39353-0836",management,single,tertiary,False,427,True,False,cellular,6,may,17,3,169,2,failure,False,myles,jast,3,05,06,06/05
3301,60,"5063 sawayn summit apt. 965\ns0uth r3annahav3n, md 43624-3604",services,married,tertiary,False,4256,True,False,cellular,16,aug,239,3,761,1,other,True,tierra,doyle,6,08,16,16/08
3303,52,"958 Auer Greens St.\nJakubowskiview, MT 84376",services,divorced,secondary,False,238,True,False,cellular,6,may,101,1,362,5,other,False,dino,green,5,05,06,06/05
